,betweenness,closeness,degree,in degree,out degree,page rank,hits hub,hits authority
15750573,0.05348702482281769,0.3553499132446501,0.21804511278195488,0.12030075187969924,0.09774436090225563,0.013661289560260819,0.007264094713430881,0.00800445800226585
271485168,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
696907754275930112,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
4663308149,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
1978351027,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
701026341500690432,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
829903626,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
4645255754,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
1479360883,0.0,0.18677421316093468,0.022556390977443608,0.007518796992481203,0.015037593984962405,0.0028657918582824272,0.0019551147714321976,0.00020526691158160624
118412527,0.0,0.0,0.015037593984962405,0.0,0.015037593984962405,0.001911835428600428,0.0019331631208292762,-0.0
2798157850,0.0,0.0,0.015037593984962405,0.0,0.015037593984962405,0.001911835428600428,0.0019551147714321976,-0.0
3270447613,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
408717162,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
3293206151,0.0,0.0,0.022556390977443608,0.0,0.022556390977443608,0.001911835428600428,0.002224958869719129,-0.0
3201975988,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
3240349167,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
3038714572,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
3081160595,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
2969887354,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
2877269332,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
2208838112,2.8480291638186374e-05,0.18829682902909445,0.045112781954887216,0.022556390977443608,0.022556390977443608,0.004691424016778455,0.0019696976348888015,0.0004241518156185956
3077138539,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
3083042302,0.0,0.0,0.007518796992481203,0.0,0.007518796992481203,0.001911835428600428,0.001918580257372672,-0.0
263265080,0.004556846662109819,0.18829682902909445,0.045112781954887216,0.022556390977443608,0.022556390977443608,0.005008087639168733,0.0019697752918508642,0.0004219050780872085
